Date,Close,High,Low,Open,Volume,DXY,Gold/Copper Ratio,CPI,Unemployment Rate,Ret_t+5
2010-02-17,89.33000183105469,90.08999633789062,89.08000183105469,89.91999816894531,4368200,80.37999725341797,345.68471796227914,0.00020873926476345863,0.007657651344706061,0.015224455193941111
2010-02-18,88.97000122070312,89.5,88.51000213623047,89.45999908447266,5121800,80.4000015258789,340.33484651105806,0.00020873926476345863,0.007657651344706061,0.025064580161207717
2010-02-19,89.44999694824219,89.51000213623047,88.9000015258789,89.23999786376953,3502500,80.63999938964844,334.01847221919394,0.00020873926476345863,0.007657651344706061,0.0248183487584428
2010-02-22,89.08000183105469,89.31999969482422,88.91999816894531,89.12000274658203,3382600,80.51000213623047,336.48873119781234,0.00020873926476345863,0.007657651344706061,0.025370391337913745
2010-02-23,90.47000122070312,90.54000091552734,89.30000305175781,89.33999633789062,5474500,80.8499984741211,343.09270558576753,0.00020873926476345863,0.007657651344706061,0.008290040785678299
2010-02-24,90.69000244140625,90.87999725341797,90.18000030517578,90.55000305175781,4423200,80.8499984741211,338.8966054810407,0.00020873926476345863,0.007657651344706061,0.0033079216483327123
2010-02-25,91.19999694824219,91.29000091552734,90.9000015258789,91.18000030517578,3707700,80.79000091552734,347.0007859411234,0.00020873926476345863,0.007657651344706061,0.002960573262016375
2010-02-26,91.66999816894531,92.05999755859375,91.41000366210938,91.45999908447266,4349100,80.36000061035156,342.14472025590624,0.00020873926476345863,0.007657651344706061,-0.015272188871420567
2010-03-01,91.33999633789062,91.52999877929688,90.95999908447266,91.33000183105469,2415200,80.66000366210938,335.3735575693608,0.00020873926476345863,0.007657651344706061,-0.01686001037744711
2010-03-02,91.22000122070312,91.27999877929688,90.69999694824219,90.87999725341797,2260600,80.5199966430664,334.8255169884563,0.00020873926476345863,0.007657651344706061,-0.015347528032713553
2010-03-03,90.98999786376953,91.08000183105469,90.69999694824219,91.01000213623047,2156100,79.9800033569336,334.2205268011708,0.00020873926476345863,0.007657651344706061,-0.015386323318470563
2010-03-04,91.47000122070312,91.68000030517578,90.83000183105469,90.95999908447266,2374700,80.55999755859375,337.03316256542496,0.00020873926476345863,0.007657651344706061,-0.01694547973185101
2010-03-05,90.2699966430664,90.87000274658203,90.12000274658203,90.83000183105469,3823200,80.43000030517578,333.51949374117055,0.00020873926476345863,0.007657651344706061,0.0023264287324344934
2010-03-08,89.80000305175781,89.97000122070312,89.69999694824219,89.9000015258789,2850400,80.43000030517578,330.8111111407492,0.00020873926476345863,0.007657651344706061,0.006236052779096113
2010-03-09,89.81999969482422,90.0,89.4000015258789,89.9800033569336,2573700,80.58999633789062,330.1942317157753,0.00020873926476345863,0.007657651344706061,0.014028079943347871
2010-03-10,89.58999633789062,89.69999694824219,89.19000244140625,89.48999786376953,3216200,80.44999694824219,330.1937533621994,0.00020873926476345863,0.007657651344706061,0.020984540235073013
2010-03-11,89.91999816894531,90.13999938964844,89.37000274658203,89.38999938964844,2621000,80.31999969482422,329.1741000353661,0.00020873926476345863,0.007657651344706061,0.013901245834674558
2010-03-12,90.4800033569336,90.6500015258789,89.7300033569336,89.7699966430664,3099100,79.83000183105469,326.90310893730407,0.00020873926476345863,0.007657651344706061,0.008620675843919567
2010-03-15,90.36000061035156,90.47000122070312,90.05000305175781,90.3499984741211,1936800,80.25,334.1699430657573,0.00020873926476345863,0.007657651344706061,0.011066843661413639
2010-03-16,91.08000183105469,91.08999633789062,90.54000091552734,90.55999755859375,3932600,79.75,334.28653963461943,0.00020873926476345863,0.007657651344706061,-0.0016469205408794485
2010-03-17,91.47000122070312,91.47000122070312,91.06999969482422,91.30999755859375,3481200,79.63999938964844,329.618760031846,0.00020873926476345863,0.007657651344706061,-0.024051651342262947
2010-03-18,91.16999816894531,91.4800033569336,91.01000213623047,91.41999816894531,2750300,80.22000122070312,332.8118106404011,0.00020873926476345863,0.007657651344706061,-0.027092259189541834
2010-03-19,91.26000213623047,91.58000183105469,90.87000274658203,91.26000213623047,2976300,80.72000122070312,329.1425202398911,0.00020873926476345863,0.007657651344706061,-0.025312350798983863
2010-03-22,91.36000061035156,91.48999786376953,91.22000122070312,91.3499984741211,2452300,80.6500015258789,325.95999035721434,0.00020873926476345863,0.007657651344706061,-0.030100700324299345
2010-03-23,90.93000030517578,91.31999969482422,90.91000366210938,91.06999969482422,2910000,80.9000015258789,327.4966688264322,0.00020873926476345863,0.007657651344706061,-0.02243484997999312
2010-03-24,89.2699966430664,90.25,89.05999755859375,89.83999633789062,8049300,81.83999633789062,326.27004304253984,0.00020873926476345863,0.007657651344706061,0.0025764911569698956
2010-03-25,88.69999694824219,89.23999786376953,88.37000274658203,89.12999725341797,8268400,82.12000274658203,324.14711791124677,0.00020873926476345863,0.007657651344706061,0.002818489386711809
2010-03-26,88.94999694824219,89.12000274658203,88.48999786376953,88.54000091552734,4110700,81.68000030517578,325.4347149408208,0.00020873926476345863,0.007657651344706061,-0.01663851352800194
2010-03-29,88.61000061035156,88.8499984741211,88.30999755859375,88.77999877929688,3245100,81.36000061035156,314.5771487259079,0.00020873926476345863,0.007657651344706061,-0.0112854078897634
2010-03-30,88.88999938964844,88.94999694824219,88.2699966430664,88.5199966430664,3254600,81.47000122070312,310.68916434859653,0.00020873926476345863,0.007657651344706061,-0.0017999328812401405
2010-03-31,89.5,89.5199966430664,88.94999694824219,89.22000122070312,4263900,81.06999969482422,313.95940429511137,0.00020873926476345863,0.007657651344706061,-0.008156462088643512
2010-04-01,88.94999694824219,89.02999877929688,88.43000030517578,88.7699966430664,2912400,80.77999877929688,314.5373235064262,0.00020873926476345863,0.007657651344706061,0.00033734018798070586
2010-04-05,87.47000122070312,88.13999938964844,87.41000366210938,87.9800033569336,5652000,81.08999633789062,312.43796113053804,0.00020873926476345863,0.007657651344706061,0.022636283296065818
2010-04-06,87.61000061035156,87.8499984741211,87.3499984741211,87.80000305175781,3584600,81.38999938964844,314.47568837214834,0.00020873926476345863,0.007657651344706061,0.024312261597750684
2010-04-07,88.7300033569336,88.91999816894531,87.30000305175781,87.44999694824219,6389900,81.44000244140625,320.79622672066927,0.00020873926476345863,0.007788906918779322,0.004282624129848811
2010-04-08,88.7699966430664,89.12999725341797,88.4800033569336,88.88999938964844,3797600,81.52999877929688,321.7536783937845,0.00020873926476345863,0.007605855637176081,0.004956657181991897
2010-04-09,88.9800033569336,89.05999755859375,88.41000366210938,88.61000061035156,2311300,81.08999633789062,323.9224303223463,0.00020873926476345863,0.007608846414055007,0.009889831650016445
2010-04-12,89.44999694824219,89.55999755859375,89.08999633789062,89.16999816894531,2939600,80.55999755859375,326.3379638805395,0.00020873926476345863,0.007638006898807674,0.0021241190373231245
2010-04-13,89.73999786376953,89.94999694824219,89.5199966430664,89.88999938964844,3090900,80.51000213623047,320.6230152341217,0.00020873926476345863,0.007614942807799816,0.002451540293516574
2010-04-14,89.11000061035156,89.87000274658203,89.11000061035156,89.76000213623047,3570100,80.19000244140625,321.453336712831,0.00020873926476345863,0.007352534218568419,0.017843074032096062
2010-04-15,89.20999908447266,89.5,88.68000030517578,88.8499984741211,3698000,80.4800033569336,322.45237786823225,0.00020873926476345863,0.007206643974626547,0.013675610730002452
2010-04-16,89.86000061035156,89.98999786376953,89.23999786376953,89.4000015258789,8303900,80.81999969482422,323.5939305410578,0.00020873926476345863,0.0070442362502195635,0.0027821054785437394
2010-04-19,89.63999938964844,90.02999877929688,89.5199966430664,89.87000274658203,3211500,81.0,324.8533342612179,0.00020873926476345863,0.007003998999004166,0.006358765045797687
2010-04-20,89.95999908447266,89.98999786376953,89.63999938964844,89.8499984741211,2285000,81.05000305175781,324.20271878637885,0.00020873926476345863,0.007011914863216404,0.016896446064140758
2010-04-21,90.69999694824219,90.83000183105469,90.26000213623047,90.2699966430664,4162200,81.16000366210938,324.99291074196833,0.00020873926476345863,0.006970976957756652,0.0
2010-04-22,90.43000030517578,91.08999633789062,90.33000183105469,90.9000015258789,2841400,81.56999969482422,327.82323757725936,0.00020873926476345863,0.006953164963110062,0.007187896977610686
2010-04-23,90.11000061035156,90.36000061035156,89.87000274658203,90.20999908447266,4776000,81.3499984741211,328.3781900664965,0.00020873926476345863,0.006962967821001178,0.022417008427301655
2010-04-26,90.20999908447266,90.6500015258789,89.94000244140625,90.51000213623047,4753900,81.4800033569336,327.0484877285746,0.00020873926476345863,0.006943653623810276,0.016406200775456403
2010-04-27,91.4800033569336,91.91999816894531,90.69999694824219,90.8499984741211,13199200,82.1500015258789,345.38424567511476,0.00020873926476345863,0.007173319487811423,0.020332235600164728
2010-04-28,90.69999694824219,91.3499984741211,90.4800033569336,91.12999725341797,8379500,82.37999725341797,347.8248034471609,0.00020873926476345863,0.007253187614955655,0.03517092115478926
2010-04-29,91.08000183105469,91.22000122070312,90.5199966430664,90.86000061035156,4067200,82.0,350.50249182646587,0.00020873926476345863,0.00727325400913699,0.06269212746684172
2010-04-30,92.12999725341797,92.16999816894531,91.11000061035156,91.27999877929688,6924800,81.87000274658203,353.58799756259424,0.00020873926476345863,0.007335769368735035,0.037447136442943174
2010-05-03,91.69000244140625,92.0199966430664,91.27999877929688,91.41999816894531,4211800,82.2699966430664,360.74421908590676,0.00020873926476345863,0.007184706299374132,0.020831017361302884
2010-05-04,93.33999633789062,93.47000122070312,92.55999755859375,92.80999755859375,11054800,83.30000305175781,369.28423962404526,0.00020873926476345863,0.007522961711562366,0.0002143161907626201
2010-05-05,93.88999938964844,94.8499984741211,93.3499984741211,94.05999755859375,12219100,84.08000183105469,374.31484107783433,0.00020873926476345863,0.007396279088758004,-0.013206921629890234
2010-05-06,96.79000091552734,100.0,93.77999877929688,94.16000366210938,19578200,84.88999938964844,385.66137170237556,0.00020873926476345863,0.008104590329900147,-0.03647069682722337
2010-05-07,95.58000183105469,98.08999633789062,95.2699966430664,95.87999725341797,18740600,84.44999694824219,386.4579954594625,0.00020873926476345863,0.008275761273563081,-0.007323755641625018
2010-05-10,93.5999984741211,93.94000244140625,93.08999633789062,93.16000366210938,10240100,84.16000366210938,373.37482316052274,0.00020873926476345863,0.008701441755862838,0.009935900858298652
2010-05-11,93.36000061035156,94.0199966430664,92.98999786376953,93.9800033569336,7729100,84.47000122070312,381.9348848555459,0.00020873926476345863,0.008609720470529231,0.028063439689947067
2010-05-12,92.6500015258789,93.26000213623047,92.61000061035156,93.13999938964844,5530800,84.83000183105469,391.27830758848177,0.00020873926476345863,0.008577005790610487,0.039395590564123006
2010-05-13,93.26000213623047,93.55000305175781,92.19999694824219,93.26000213623047,6849700,85.20999908447266,381.6741804866005,0.00020873926476345863,0.008577943981031486,0.05436413873782864
2010-05-14,94.87999725341797,95.5,94.08999633789062,94.12000274658203,9796500,86.0999984741211,393.019552079956,0.00020873926476345863,0.008823760925777469,0.037415716215463135
2010-05-17,94.52999877929688,95.70999908447266,94.47000122070312,94.72000122070312,6302200,86.20999908447266,420.01365388817624,0.00020873926476345863,0.00884107374320649,0.037659976775260784
2010-05-18,95.9800033569336,96.16999816894531,94.7699966430664,94.9000015258789,9904100,87.16000366210938,401.75352638625117,0.00020873926476345863,0.008889873476927627,0.02698474939888107
2010-05-19,96.30000305175781,96.94999694824219,95.93000030517578,95.94000244140625,14121200,86.38999938964844,404.2711716300969,0.00020873926476345863,0.00886866373708807,0.02066456698552721
2010-05-20,98.33000183105469,98.56999969482422,97.52999877929688,97.91000366210938,17666900,85.56999969482422,404.63297109356364,0.00020873926476345863,0.009199574431790722,-0.023085571343333555
2010-05-21,98.43000030517578,99.75,97.86000061035156,99.61000061035156,18670600,85.37000274658203,385.28589859815503,0.00020873926476345863,0.009171110172832439,-0.019607846176896704
2010-05-24,98.08999633789062,98.87000274658203,97.9000015258789,98.73999786376953,7721100,86.20999908447266,380.6153654831912,0.00020873926476345863,0.009015636616947549,-0.012641430421692634
2010-05-25,98.56999969482422,99.88999938964844,98.4000015258789,99.6500015258789,12952700,86.77999877929688,394.85744722272415,0.00020873926476345863,0.009025843011519877,-0.02678299074588575
2010-05-26,98.29000091552734,98.4000015258789,97.4000015258789,98.22000122070312,12644800,87.12000274658203,395.01872829713716,0.00020873926476345863,0.009024402167916048,-0.03113233828559614
2010-05-27,96.05999755859375,96.98999786376953,95.87999725341797,96.83000183105469,7653200,86.18000030517578,384.54705046749785,0.00020873926476345863,0.009498376268509369,0.018009612751430204
2010-05-28,96.5,96.77999877929688,96.0199966430664,96.48999786376953,5805500,86.4800033569336,391.4110418830711,0.00020873926476345863,0.00949335051496733,0.021139905860386943
2010-06-01,96.8499984741211,97.29000091552734,96.25,97.2300033569336,5536200,86.63999938964844,401.0478351685996,0.00020873926476345863,0.009495033050162065,0.012390341729921373
2010-06-02,95.93000030517578,97.19000244140625,95.81999969482422,96.98999786376953,5656400,86.79000091552734,402.5725427042108,0.00020873926476345863,0.009577060773219128,0.020952800269323335
2010-06-03,95.2300033569336,95.91000366210938,95.0999984741211,95.20999908447266,8499500,87.13999938964844,411.19621529056235,0.00020873926476345863,0.009615005046257655,0.010080846903621987
2010-06-04,97.79000091552734,97.94999694824219,96.69999694824219,96.94000244140625,7479600,88.2300033569336,432.42664930555554,0.00020873926476345863,0.01000172372170136,-0.003885849778713202
2010-06-07,98.54000091552734,98.58999633789062,97.33000183105469,97.5199966430664,5288200,88.4000015258789,449.1844945833011,0.00020873926476345863,0.0099977634872746,-0.016541477960968054
2010-06-08,98.05000305175781,98.51000213623047,97.76000213623047,97.93000030517578,5510800,88.38999938964844,448.69250960639823,0.00020873926476345863,0.010030047145673503,-0.01570628115854744
2010-06-09,97.94000244140625,98.12000274658203,97.20999908447266,97.5999984741211,5598000,87.9000015258789,432.1899779648389,0.00020873926476345863,0.010022421357296196,-0.008985142545192115
2010-06-10,96.19000244140625,97.29000091552734,96.08999633789062,97.19999694824219,6075100,87.16999816894531,427.52584702051917,0.00020873926476345863,0.01030916918160412,0.0172574694935268
2010-06-11,97.41000366210938,97.80999755859375,96.61000061035156,97.08999633789062,6266700,87.51000213623047,423.83171915301745,0.00020873926476345863,0.010392475013022144,0.002874435568939404
2010-06-14,96.91000366210938,97.04000091552734,96.22000122070312,96.31999969482422,5310400,86.51000213623047,409.1304498081448,0.00020873926476345863,0.010418581795253701,0.005159426076830176
2010-06-15,96.51000213623047,97.25,96.05000305175781,97.11000061035156,4920100,85.9800033569336,410.72437224647393,0.00020873926476345863,0.010402623030017728,0.021344912578966868
2010-06-16,97.05999755859375,97.22000122070312,96.38999938964844,97.19000244140625,4011100,86.08000183105469,410.5878644145215,0.00020873926476345863,0.01041142097820373,0.022460337523290574
2010-06-17,97.8499984741211,98.2300033569336,97.06999969482422,97.1500015258789,5650900,85.69000244140625,429.8019076279737,0.00020873926476345863,0.010435168354208886,0.008175810569577058
2010-06-18,97.69000244140625,98.11000061035156,97.56999969482422,97.88999938964844,4171700,85.69999694824219,436.3762349395347,0.00020873926476345863,0.010441163632418553,0.01392159459886666
2010-06-21,97.41000366210938,97.55000305175781,96.41000366210938,96.45999908447266,5740900,85.93000030517578,421.81013849288786,0.00020873926476345863,0.010453327216712128,0.02638332407561439
2010-06-22,98.56999969482422,98.5999984741211,97.41999816894531,97.68000030517578,5658900,86.11000061035156,414.61295284581934,0.00020873926476345863,0.010514599670465521,0.02536268649426887
2010-06-23,99.23999786376953,99.56999969482422,98.56999969482422,98.61000061035156,9137800,85.73999786376953,420.6203030565034,0.00020873926476345863,0.010231640190160438,0.025292242949017885
2010-06-24,98.6500015258789,99.58999633789062,98.3499984741211,99.3499984741211,6184600,85.7300033569336,414.7519118541987,0.00020873926476345863,0.010226158168452022,0.029903668551574336
2010-06-25,99.05000305175781,99.33000183105469,98.16000366210938,98.31999969482422,5148300,85.30999755859375,406.01360334886766,0.00020873926476345863,0.01022944611026999,0.01756686330297552
2010-06-28,99.9800033569336,100.0,99.41999816894531,99.5999984741211,5436000,85.6500015258789,403.51961356999124,0.00020873926476345863,0.010248564576080267,0.016403274000637458
2010-06-29,101.06999969482422,101.12999725341797,100.16000366210938,100.31999969482422,7334200,86.02999877929688,425.99898188599366,0.00020873926476345863,0.010309306900458903,-0.006332238958948078
2010-06-30,101.75,101.79000091552734,100.80000305175781,101.41000366210938,7205700,86.0199966430664,424.21660554483964,0.00020873926476345863,0.010308317735896482,-0.01926289026508754
2010-07-01,101.5999984741211,102.66000366210938,101.37999725341797,101.56999969482422,12893400,84.72000122070312,421.04713606028156,0.00020873926476345863,0.01026483297815342,-0.023425170168916765
2010-07-02,100.79000091552734,101.44000244140625,100.16000366210938,101.11000061035156,6297600,84.43000030517578,415.7713519884922,0.00020873926476345863,0.010064912144291071,-0.01597381283586763
2010-07-06,101.62000274658203,101.75,100.73999786376953,100.83000183105469,6620400,84.08000183105469,403.64865994261845,0.00020873926476345863,0.010092124294362292,-0.032375524764862273
2010-07-07,100.43000030517578,101.51000213623047,100.33999633789062,101.45999908447266,5727800,83.81999969482422,398.80217747432744,0.00020873926476345863,0.010157528843055643,-0.011052480404048715
2010-07-08,99.79000091552734,100.16000366210938,99.55000305175781,99.81999969482422,6260600,83.81999969482422,397.67211871104587,0.00020873926476345863,0.010210754391373532,0.005210909292471033
2010-07-09,99.22000122070312,99.63999938964844,99.18000030517578,99.4000015258789,4286000,83.94999694824219,397.3065957876854,0.00020873926476345863,0.010255561496844387,0.015924227087441345
2010-07-12,99.18000030517578,99.83999633789062,99.04000091552734,99.33000183105469,4062100,84.19999694824219,399.5665896048865,0.00020873926476345863,0.0102492787463713,0.01008267792824169
2010-07-13,98.33000183105469,98.88999938964844,98.18000030517578,98.8499984741211,5842500,83.63999938964844,403.1566831907892,0.00020873926476345863,0.010328203819285417,0.02033967215251642
2010-07-14,99.31999969482422,99.48999786376953,98.38999938964844,98.72000122070312,5417300,83.43000030517578,402.132648441985,0.00020873926476345863,0.010325106790676688,0.02728553254933086
2010-07-15,100.30999755859375,100.58999633789062,99.69999694824219,99.73999786376953,6996100,82.55999755859375,402.02992664800786,0.00020873926476345863,0.010376095501075528,0.005383320991628082
2010-07-16,100.80000305175781,101.12999725341797,100.2699966430664,100.30999755859375,7512400,82.48999786376953,406.3622285608407,0.00020873926476345863,0.010360449051404623,-0.010119089698213513
2010-07-19,100.18000030517578,100.75,99.9800033569336,100.55999755859375,4305800,82.51000213623047,402.96675099326853,0.00020873926476345863,0.010395826540403108,-0.005689755371210303
2010-07-20,100.33000183105469,100.9000015258789,100.18000030517578,100.66999816894531,5076600,82.75,397.4979225171021,0.00020873926476345863,0.010393476035889658,-0.016744745086367363
2010-07-21,102.02999877929688,102.27999877929688,100.41000366210938,100.44999694824219,7894200,83.38999938964844,386.0058363510881,0.00020873926476345863,0.010537639150050739,-0.029991155495482147
2010-07-22,100.8499984741211,101.5199966430664,100.81999969482422,101.51000213623047,5759700,82.5999984741211,378.26292714492604,0.00020873926476345863,0.01065694899752552,-0.018938979292151048
2010-07-23,99.77999877929688,100.97000122070312,99.69000244140625,100.80000305175781,6259100,82.45999908447266,372.9042299873238,0.00020873926476345863,0.01075078217574185,0.007015479917824585
2010-07-26,99.61000061035156,99.80999755859375,99.0,99.62999725341797,4856400,82.08999633789062,366.8217162737504,0.00020873926476345863,0.010759012833246734,-0.008633677392651196
2010-07-27,98.6500015258789,99.18000030517578,98.56999969482422,98.77999877929688,5328000,82.18000030517578,361.31046101897056,0.00020873926476345863,0.010731345098352213,0.006791669118926036
2010-07-28,98.97000122070312,99.19000244140625,98.2699966430664,98.48999786376953,5507200,82.18000030517578,358.1481546291653,0.00020873926476345863,0.01066053106702829,-0.004142706446926936
2010-07-29,98.94000244140625,99.0199966430664,97.91999816894531,98.0999984741211,6305500,81.63999938964844,355.6231948800273,0.00020873926476345863,0.010656878952669643,0.000808512226462943
2010-07-30,100.4800033569336,100.61000061035156,99.8499984741211,100.19999694824219,7683200,81.54000091552734,357.3329238330124,0.00020873926476345863,0.01073081738544904,-0.0037818956022783734
2010-08-02,98.75,99.33000183105469,98.75,99.23999786376953,5769200,80.94000244140625,349.601189881276,0.00020873926476345863,0.010959011646520448,0.009924084627175533
2010-08-03,99.31999969482422,99.66000366210938,98.93000030517578,99.19999694824219,4363500,80.5999984741211,353.26376883275805,0.00020873926476345863,0.010764001119751525,0.006242476323873092
2010-08-04,98.55999755859375,99.51000213623047,98.55999755859375,99.5,3820400,80.88999938964844,351.03659179998556,0.00020873926476345863,0.010800780904818702,0.02759741566639229
2010-08-05,99.0199966430664,99.48999786376953,98.83999633789062,99.33999633789062,3704200,80.81999969482422,357.3197770499941,0.00020873926476345863,0.010106686642867974,0.02029895177108365
2010-08-06,100.0999984741211,100.20999908447266,99.48999786376953,99.79000091552734,6042400,80.41000366210938,360.353358971214,0.00020873926476345863,0.010054446551819649,0.021878146601295168
2010-08-09,99.7300033569336,99.9800033569336,99.61000061035156,99.73999786376953,2578500,80.70999908447266,358.3643972226318,0.00020873926476345863,0.00968949998848476,0.051338563570112905
2010-08-10,99.94000244140625,101.01000213623047,99.47000122070312,100.05999755859375,11251000,80.80000305175781,361.2805532751014,0.00020873926476345863,0.00967923539826989,0.04312585004308622
2010-08-11,101.27999877929688,101.38999938964844,100.30999755859375,100.30999755859375,6778300,82.29000091552734,368.1783178885988,0.00020873926476345863,0.00973534500928057,0.032089257890713485
2010-08-12,101.02999877929688,101.94000244140625,100.87000274658203,101.58000183105469,7590100,82.63999938964844,370.08378925816993,0.00020873926476345863,0.009725315579384478,0.05077704587544485
2010-08-13,102.29000091552734,102.44999694824219,101.4800033569336,101.62000274658203,7843600,82.94999694824219,373.6429540323245,0.00020873926476345863,0.009613830084290115,0.03666047479163481
2010-08-16,104.8499984741211,104.88999938964844,104.06999969482422,104.20999908447266,7976200,82.52999877929688,373.6649430974801,0.00020873926476345863,0.010047340931332305,0.011540287096630797
2010-08-17,104.25,104.86000061035156,104.0,104.8499984741211,6756800,82.2300033569336,367.5205814341404,0.00020873926476345863,0.009935827428565958,0.033669085239620866
2010-08-18,104.52999877929688,105.6500015258789,104.48999786376953,105.0,7721600,82.22000122070312,367.1842220292788,0.00020873926476345863,0.009934087098184543,0.02755194601019073
2010-08-19,106.16000366210938,106.61000061035156,104.63999938964844,104.79000091552734,13128500,82.44999694824219,371.9065580306849,0.00020873926476345863,0.009781220597307471,0.021288568470938962
2010-08-20,106.04000091552734,106.83000183105469,105.83999633789062,106.41000366210938,7040300,83.05999755859375,372.89577405771047,0.00020873926476345863,0.00978583531202498,-0.006507001465945961
